ID,item_cnt_month
0,0.0012145264772698283
1,0.0
2,0.0043571447022259235
3,0.0003281738900113851
4,0.0006215237663127482
5,0.0014354499289765954
6,0.0
7,0.0
8,0.0
9,0.0015252457233145833
10,0.0
11,0.0
12,0.0
13,0.0003281738900113851
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0013703146250918508
19,0.0
20,0.0
21,0.0001072501836461015
22,0.007868975400924683
23,0.0001072501836461015
24,0.0
25,0.0
26,0.0003281738900113851
27,0.0010589122539386153
28,0.0
29,0.0
30,0.0010589122539386153
31,0.0010589122539386153
32,0.007601586636155844
33,0.00507047213613987
34,0.000820577668491751
35,0.000820577668491751
36,0.000820577668491751
37,0.007601586636155844
38,0.0
39,0.0
40,0.0
41,0.0013144194381311536
42,0.0
43,0.17743544280529022
44,0.0
45,0.0
46,0.0024904601741582155
47,0.0
48,0.004209240432828665
49,0.0
50,0.0011202963069081306
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.04752883315086365
59,0.0
60,0.02548220381140709
61,0.0004466345999389887
62,0.00022571082809008658
63,0.0007150514284148812
64,0.0004466345999389887
65,7.780612941132858e-05
66,0.0004466345999389887
67,0.0004466345999389887
68,0.006512072868645191
69,0.00022571082809008658
70,7.780612941132858e-05
71,0.0
72,0.0012467361520975828
73,0.004964946303516626
74,0.0004466345999389887
75,0.0007399845053441823
76,0.0
77,0.0004466345999389887
78,0.006512072868645191
79,0.0015539106680080295
80,0.0014950522454455495
81,0.0
82,0.0
83,0.0004466345999389887
84,0.0004466345999389887
85,0.0
86,0.0004466345999389887
87,7.780612941132858e-05
88,0.0
89,0.0
90,0.0
91,0.0001072501836461015
92,0.009070522151887417
93,0.0003281738900113851
94,0.0
95,0.0
96,0.0003281738900113851
97,0.0004466345999389887
98,0.0004466345999389887
99,0.00038009422132745385
100,0.0
101,0.002470900770276785
102,0.0004466345999389887
103,0.004920723848044872
104,0.0004466345999389887
105,7.780612941132858e-05
106,7.780612941132858e-05
107,0.0
108,7.780612941132858e-05
109,7.780612941132858e-05
110,0.0
111,0.0004466345999389887
112,0.00022571082809008658
113,0.0
114,0.00022571082809008658
115,0.0003281738900113851
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.004209240432828665
131,0.0
132,0.0
133,0.07684497535228729
134,0.0
135,0.002264833077788353
136,0.0
137,0.0
138,0.004357690457254648
139,0.0
140,0.0
141,0.0
142,0.0
143,0.006740355398505926
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
